description,category,risk_score,is_high_risk
Un número desconocido llamó varias veces pero no dijo nada.,desconocido,0.1481445112275253,0
Un contacto solicitó videos íntimos a cambio de dinero y regalos. Fue muy insistente y usó frases de secreto y confianza.,solicitud_material,0.7861855538695081,1
"Le pidieron fotos a mi hija de 12 años por TikTok, diciendo que era para un juego. Fue muy insistente y usó frases de secreto y confianza.",solicitud_material,0.898824732095384,1
Le dijeron a mi hijo que enviara fotos sin ropa para demostrar confianza. Fue muy insistente y usó frases de secreto y confianza.,solicitud_material,0.7356947258008223,1
Recibimos mensajes de un número desconocido haciendo preguntas personales a mi hija.,contacto_inapropiado,0.6197800295370605,1
Insistió en reunirse a solas con mi hijo en su casa. Fue muy insistente y usó frases de secreto y confianza.,cita_persona,0.8683889467952757,1
"Le dijo a mi hija 'no le cuentes a tus papás, es nuestro secreto'. Fue muy insistente y usó frases de secreto y confianza.",grooming,0.7591044762523013,1
Un desconocido contactó a mi hijo por TikTok diciendo que quería ser su amigo.,contacto_inapropiado,0.6428618098792889,1
"Le dijo a mi hija 'no le cuentes a tus papás, es nuestro secreto'. Fue muy insistente y usó frases de secreto y confianza.",grooming,0.8884572201953067,1
Un desconocido contactó a mi hijo por Facebook diciendo que quería ser su amigo.,contacto_inapropiado,0.37314952529026285,0
Hay un contacto que no reconozco pero no sé si es peligroso.,desconocido,0.2860422073618102,0
Recibimos mensajes de un número desconocido haciendo preguntas personales a mi hija.,contacto_inapropiado,0.45628926997686614,0
"Primero fue amable, luego empezó a decirle que sus padres no la entendían. Fue muy insistente y usó frases de secreto y confianza.",grooming,0.7676713332897651,1
Insistió en reunirse a solas con mi hijo en su casa. Fue muy insistente y usó frases de secreto y confianza.,cita_persona,0.8160442258279279,1
"Le dijo a mi hija 'no le cuentes a tus papás, es nuestro secreto'. Fue muy insistente y usó frases de secreto y confianza.",grooming,0.9056953100297522,1
Hay un contacto que no reconozco pero no sé si es peligroso.,desconocido,0.1734225414009079,0
Alguien se comunicó con mi hijo por TikTok de forma extraña y persistente.,contacto_inapropiado,0.6086330040836199,1
"Primero fue amable, luego empezó a decirle que sus padres no la entendían. Fue muy insistente y usó frases de secreto y confianza.",grooming,0.8751180785977246,1
Recibimos mensajes de un número desconocido haciendo preguntas personales a mi hija.,contacto_inapropiado,0.5282239455887701,1
Un contacto solicitó videos íntimos a cambio de dinero y regalos. Fue muy insistente y usó frases de secreto y confianza.,solicitud_material,0.81582858520748,1
Le dijeron a mi hijo que enviara fotos sin ropa para demostrar confianza. Fue muy insistente y usó frases de secreto y confianza.,solicitud_material,0.727956197154471,1
Un número desconocido llamó varias veces pero no dijo nada.,desconocido,0.24953573145386454,0
"Le dijo a mi hija 'no le cuentes a tus papás, es nuestro secreto'. Fue muy insistente y usó frases de secreto y confianza.",grooming,0.7836826159806883,1
Este usuario se hace pasar por compañero de colegio para ganar confianza y luego pide fotos. Fue muy insistente y usó frases de secreto y confianza.,grooming,0.8473614294073072,1
Amenazó con difundir fotos si no enviaba más contenido. Fue muy insistente y usó frases de secreto y confianza.,extorsion,0.8868667708249824,1
Le dijeron a mi hijo que enviara fotos sin ropa para demostrar confianza. Fue muy insistente y usó frases de secreto y confianza.,solicitud_material,0.7569123304700093,1
Alguien se comunicó con mi hijo por Facebook de forma extraña y persistente.,contacto_inapropiado,0.5488306214185934,1
Le dijeron a mi hijo que enviara fotos sin ropa para demostrar confianza. Fue muy insistente y usó frases de secreto y confianza.,solicitud_material,0.8587392767690005,1
"Primero fue amable, luego empezó a decirle que sus padres no la entendían. Fue muy insistente y usó frases de secreto y confianza.",grooming,0.8055475503684905,1
Alguien se comunicó con mi hijo por Facebook de forma extraña y persistente.,contacto_inapropiado,0.3864278250087859,0
Recibimos mensajes de un número desconocido haciendo preguntas personales a mi hija.,contacto_inapropiado,0.38166166119319955,0
Insistió en reunirse a solas con mi hijo en su casa. Fue muy insistente y usó frases de secreto y confianza.,cita_persona,0.938352791726742,1
Le dijeron a mi hijo que enviara fotos sin ropa para demostrar confianza. Fue muy insistente y usó frases de secreto y confianza.,solicitud_material,0.7899948991325992,1
Insistió en reunirse a solas con mi hijo en su casa. Fue muy insistente y usó frases de secreto y confianza.,cita_persona,0.8627997118750595,1
Obligó a mi hija a seguir enviando fotos con amenazas. Fue muy insistente y usó frases de secreto y confianza.,extorsion,0.914002996658771,1
"Le pidieron fotos a mi hija de 12 años por WhatsApp, diciendo que era para un juego. Fue muy insistente y usó frases de secreto y confianza.",solicitud_material,0.7195371574716094,1
Alguien se comunicó con mi hijo por WhatsApp de forma extraña y persistente.,contacto_inapropiado,0.5369466229839228,1
Este usuario se hace pasar por compañero de colegio para ganar confianza y luego pide fotos. Fue muy insistente y usó frases de secreto y confianza.,grooming,0.8922860351934782,1
Un número desconocido llamó varias veces pero no dijo nada.,desconocido,0.28382241659412255,0
"Le pidieron fotos a mi hija de 12 años por WhatsApp, diciendo que era para un juego. Fue muy insistente y usó frases de secreto y confianza.",solicitud_material,0.793604153801258,1
"Le dijo a mi hija 'no le cuentes a tus papás, es nuestro secreto'. Fue muy insistente y usó frases de secreto y confianza.",grooming,0.7565930305219052,1
"Primero fue amable, luego empezó a decirle que sus padres no la entendían. Fue muy insistente y usó frases de secreto y confianza.",grooming,0.9138509452005398,1
Insistió en reunirse a solas con mi hijo en su casa. Fue muy insistente y usó frases de secreto y confianza.,cita_persona,0.8607701701326671,1
"Le dijo a mi hija 'no le cuentes a tus papás, es nuestro secreto'. Fue muy insistente y usó frases de secreto y confianza.",grooming,0.8390552159462739,1
Este usuario se hace pasar por compañero de colegio para ganar confianza y luego pide fotos. Fue muy insistente y usó frases de secreto y confianza.,grooming,0.9024953315654018,1
Este usuario se hace pasar por compañero de colegio para ganar confianza y luego pide fotos. Fue muy insistente y usó frases de secreto y confianza.,grooming,0.87593259361759,1
Amenazó con difundir fotos si no enviaba más contenido. Fue muy insistente y usó frases de secreto y confianza.,extorsion,0.914349548870974,1
Recibimos mensajes de un número desconocido haciendo preguntas personales a mi hija.,contacto_inapropiado,0.48174603460212123,0
Insistió en reunirse a solas con mi hijo en su casa. Fue muy insistente y usó frases de secreto y confianza.,cita_persona,0.9009948098491569,1
"Le dijo a mi hija 'no le cuentes a tus papás, es nuestro secreto'. Fue muy insistente y usó frases de secreto y confianza.",grooming,0.8437267325033186,1
Insistió en reunirse a solas con mi hijo en su casa. Fue muy insistente y usó frases de secreto y confianza.,cita_persona,0.8992954873756842,1
Propuso encontrarse con mi hijo en un parque después de clases. Fue muy insistente y usó frases de secreto y confianza.,cita_persona,0.8007247823997008,1
Propuso encontrarse con mi hijo en un parque después de clases. Fue muy insistente y usó frases de secreto y confianza.,cita_persona,0.8969841738977518,1
Obligó a mi hija a seguir enviando fotos con amenazas. Fue muy insistente y usó frases de secreto y confianza.,extorsion,0.8628590407306573,1
"Dijo que si no le enviaba dinero, publicaría conversaciones privadas. Fue muy insistente y usó frases de secreto y confianza.",extorsion,0.8746294548307558,1
Quedó en ver a mi hija en un centro comercial sin nuestro permiso. Fue muy insistente y usó frases de secreto y confianza.,cita_persona,0.8476678905850589,1
Este usuario se hace pasar por compañero de colegio para ganar confianza y luego pide fotos. Fue muy insistente y usó frases de secreto y confianza.,grooming,0.8798884530319769,1
Propuso encontrarse con mi hijo en un parque después de clases. Fue muy insistente y usó frases de secreto y confianza.,cita_persona,0.9005502689214585,1
"Primero fue amable, luego empezó a decirle que sus padres no la entendían. Fue muy insistente y usó frases de secreto y confianza.",grooming,0.8972868728477318,1
Quedó en ver a mi hija en un centro comercial sin nuestro permiso. Fue muy insistente y usó frases de secreto y confianza.,cita_persona,0.8059108561442854,1
Propuso encontrarse con mi hijo en un parque después de clases. Fue muy insistente y usó frases de secreto y confianza.,cita_persona,0.8072352584709411,1
Propuso encontrarse con mi hijo en un parque después de clases. Fue muy insistente y usó frases de secreto y confianza.,cita_persona,0.9078149336774252,1
"Le dijo a mi hija 'no le cuentes a tus papás, es nuestro secreto'. Fue muy insistente y usó frases de secreto y confianza.",grooming,0.8185768916676516,1
Este usuario se hace pasar por compañero de colegio para ganar confianza y luego pide fotos. Fue muy insistente y usó frases de secreto y confianza.,grooming,0.7681136560109144,1
Un desconocido contactó a mi hijo por Discord diciendo que quería ser su amigo.,contacto_inapropiado,0.42088065468401725,0
"Dijo que si no le enviaba dinero, publicaría conversaciones privadas. Fue muy insistente y usó frases de secreto y confianza.",extorsion,0.8739688414389686,1
Recibimos mensajes de un número desconocido haciendo preguntas personales a mi hija.,contacto_inapropiado,0.5568113407354307,1
Amenazó con difundir fotos si no enviaba más contenido. Fue muy insistente y usó frases de secreto y confianza.,extorsion,0.8709961811411989,1
Recibimos mensajes de un número desconocido haciendo preguntas personales a mi hija.,contacto_inapropiado,0.4397462747371317,0
Este usuario se hace pasar por compañero de colegio para ganar confianza y luego pide fotos. Fue muy insistente y usó frases de secreto y confianza.,grooming,0.8709809206990174,1
Recibimos mensajes de un número desconocido haciendo preguntas personales a mi hija.,contacto_inapropiado,0.4962649797174033,0
Le dijeron a mi hijo que enviara fotos sin ropa para demostrar confianza. Fue muy insistente y usó frases de secreto y confianza.,solicitud_material,0.7898638440747652,1
Amenazó con difundir fotos si no enviaba más contenido. Fue muy insistente y usó frases de secreto y confianza.,extorsion,0.8977603001780602,1
Obligó a mi hija a seguir enviando fotos con amenazas. Fue muy insistente y usó frases de secreto y confianza.,extorsion,0.8787791998620371,1
Un desconocido contactó a mi hijo por Discord diciendo que quería ser su amigo.,contacto_inapropiado,0.5747072783248552,1
Propuso encontrarse con mi hijo en un parque después de clases. Fue muy insistente y usó frases de secreto y confianza.,cita_persona,0.8908451505386006,1
Insistió en reunirse a solas con mi hijo en su casa. Fue muy insistente y usó frases de secreto y confianza.,cita_persona,0.9132661557812825,1
Un desconocido contactó a mi hijo por Facebook diciendo que quería ser su amigo.,contacto_inapropiado,0.47694138206026604,0
Propuso encontrarse con mi hijo en un parque después de clases. Fue muy insistente y usó frases de secreto y confianza.,cita_persona,0.9373898645448013,1
Quedó en ver a mi hija en un centro comercial sin nuestro permiso. Fue muy insistente y usó frases de secreto y confianza.,cita_persona,0.8995001714660416,1
Alguien se comunicó con mi hijo por TikTok de forma extraña y persistente.,contacto_inapropiado,0.3565818793578695,0
"Le dijo a mi hija 'no le cuentes a tus papás, es nuestro secreto'. Fue muy insistente y usó frases de secreto y confianza.",grooming,0.7738504109666255,1
Un contacto solicitó videos íntimos a cambio de dinero y regalos. Fue muy insistente y usó frases de secreto y confianza.,solicitud_material,0.8897647058531113,1
"Primero fue amable, luego empezó a decirle que sus padres no la entendían. Fue muy insistente y usó frases de secreto y confianza.",grooming,0.8440774274034042,1
Propuso encontrarse con mi hijo en un parque después de clases. Fue muy insistente y usó frases de secreto y confianza.,cita_persona,0.8649537551958907,1
Quedó en ver a mi hija en un centro comercial sin nuestro permiso. Fue muy insistente y usó frases de secreto y confianza.,cita_persona,0.8407749636125286,1
"Le pidieron fotos a mi hija de 12 años por WhatsApp, diciendo que era para un juego. Fue muy insistente y usó frases de secreto y confianza.",solicitud_material,0.7647203340170166,1
Insistió en reunirse a solas con mi hijo en su casa. Fue muy insistente y usó frases de secreto y confianza.,cita_persona,0.8317605414382978,1
"Le pidieron fotos a mi hija de 12 años por TikTok, diciendo que era para un juego. Fue muy insistente y usó frases de secreto y confianza.",solicitud_material,0.8929037534450778,1
Recibimos mensajes de un número desconocido haciendo preguntas personales a mi hija.,contacto_inapropiado,0.3984745928821658,0
Obligó a mi hija a seguir enviando fotos con amenazas. Fue muy insistente y usó frases de secreto y confianza.,extorsion,0.9071950386387813,1
"Primero fue amable, luego empezó a decirle que sus padres no la entendían. Fue muy insistente y usó frases de secreto y confianza.",grooming,0.8825892870197067,1
Un desconocido contactó a mi hijo por Discord diciendo que quería ser su amigo.,contacto_inapropiado,0.5248218543759259,1
Recibimos mensajes de un número desconocido haciendo preguntas personales a mi hija.,contacto_inapropiado,0.4243231170794852,0
Un desconocido contactó a mi hijo por Instagram diciendo que quería ser su amigo.,contacto_inapropiado,0.6406988771854254,1
"Le pidieron fotos a mi hija de 12 años por WhatsApp, diciendo que era para un juego. Fue muy insistente y usó frases de secreto y confianza.",solicitud_material,0.8650472534653264,1
"Le dijo a mi hija 'no le cuentes a tus papás, es nuestro secreto'. Fue muy insistente y usó frases de secreto y confianza.",grooming,0.7520979045302723,1
Un desconocido contactó a mi hijo por TikTok diciendo que quería ser su amigo.,contacto_inapropiado,0.5762454479184007,1
Propuso encontrarse con mi hijo en un parque después de clases. Fue muy insistente y usó frases de secreto y confianza.,cita_persona,0.822029765012762,1
Recibimos mensajes de un número desconocido haciendo preguntas personales a mi hija.,contacto_inapropiado,0.4636919356930748,0
"Dijo que si no le enviaba dinero, publicaría conversaciones privadas. Fue muy insistente y usó frases de secreto y confianza.",extorsion,0.8703022116354157,1
Alguien se comunicó con mi hijo por TikTok de forma extraña y persistente.,contacto_inapropiado,0.36309418972919055,0
"Le dijo a mi hija 'no le cuentes a tus papás, es nuestro secreto'. Fue muy insistente y usó frases de secreto y confianza.",grooming,0.7990739527240063,1
Un contacto solicitó videos íntimos a cambio de dinero y regalos. Fue muy insistente y usó frases de secreto y confianza.,solicitud_material,0.7115473561865049,1
Le dijeron a mi hijo que enviara fotos sin ropa para demostrar confianza. Fue muy insistente y usó frases de secreto y confianza.,solicitud_material,0.7801163242029513,1
Le dijeron a mi hijo que enviara fotos sin ropa para demostrar confianza. Fue muy insistente y usó frases de secreto y confianza.,solicitud_material,0.8935572377093254,1
"Le dijo a mi hija 'no le cuentes a tus papás, es nuestro secreto'. Fue muy insistente y usó frases de secreto y confianza.",grooming,0.8939058653790727,1
Alguien se comunicó con mi hijo por Instagram de forma extraña y persistente.,contacto_inapropiado,0.5787816895810549,1
Un desconocido contactó a mi hijo por Facebook diciendo que quería ser su amigo.,contacto_inapropiado,0.5031449853626445,1
Insistió en reunirse a solas con mi hijo en su casa. Fue muy insistente y usó frases de secreto y confianza.,cita_persona,0.8917037628913107,1
Recibimos mensajes de un número desconocido haciendo preguntas personales a mi hija.,contacto_inapropiado,0.5599201054927152,1
"Le pidieron fotos a mi hija de 12 años por Discord, diciendo que era para un juego. Fue muy insistente y usó frases de secreto y confianza.",solicitud_material,0.7481936378022148,1
Hay un contacto que no reconozco pero no sé si es peligroso.,desconocido,0.22845092460571714,0
"Le dijo a mi hija 'no le cuentes a tus papás, es nuestro secreto'. Fue muy insistente y usó frases de secreto y confianza.",grooming,0.8924011409436436,1
Insistió en reunirse a solas con mi hijo en su casa. Fue muy insistente y usó frases de secreto y confianza.,cita_persona,0.8581331972962986,1
"Le pidieron fotos a mi hija de 12 años por Instagram, diciendo que era para un juego. Fue muy insistente y usó frases de secreto y confianza.",solicitud_material,0.773508780620434,1
Obligó a mi hija a seguir enviando fotos con amenazas. Fue muy insistente y usó frases de secreto y confianza.,extorsion,0.8715356106311316,1
Insistió en reunirse a solas con mi hijo en su casa. Fue muy insistente y usó frases de secreto y confianza.,cita_persona,0.8784067014525738,1
"Le dijo a mi hija 'no le cuentes a tus papás, es nuestro secreto'. Fue muy insistente y usó frases de secreto y confianza.",grooming,0.7583794658390989,1
Un contacto solicitó videos íntimos a cambio de dinero y regalos. Fue muy insistente y usó frases de secreto y confianza.,solicitud_material,0.7748921841276535,1
"Primero fue amable, luego empezó a decirle que sus padres no la entendían. Fue muy insistente y usó frases de secreto y confianza.",grooming,0.7980550692285665,1
"Le dijo a mi hija 'no le cuentes a tus papás, es nuestro secreto'. Fue muy insistente y usó frases de secreto y confianza.",grooming,0.8341015410844331,1
Insistió en reunirse a solas con mi hijo en su casa. Fue muy insistente y usó frases de secreto y confianza.,cita_persona,0.8815203985877178,1
Un desconocido contactó a mi hijo por Instagram diciendo que quería ser su amigo.,contacto_inapropiado,0.6298556767145783,1
"Le dijo a mi hija 'no le cuentes a tus papás, es nuestro secreto'. Fue muy insistente y usó frases de secreto y confianza.",grooming,0.9184191044542847,1
Insistió en reunirse a solas con mi hijo en su casa. Fue muy insistente y usó frases de secreto y confianza.,cita_persona,0.8360521814649885,1
Propuso encontrarse con mi hijo en un parque después de clases. Fue muy insistente y usó frases de secreto y confianza.,cita_persona,0.8816525093132557,1
Propuso encontrarse con mi hijo en un parque después de clases. Fue muy insistente y usó frases de secreto y confianza.,cita_persona,0.8948874926760896,1
Le dijeron a mi hijo que enviara fotos sin ropa para demostrar confianza. Fue muy insistente y usó frases de secreto y confianza.,solicitud_material,0.8537944125166965,1
Alguien se comunicó con mi hijo por TikTok de forma extraña y persistente.,contacto_inapropiado,0.5945019521995052,1
Este usuario se hace pasar por compañero de colegio para ganar confianza y luego pide fotos. Fue muy insistente y usó frases de secreto y confianza.,grooming,0.8682515082389684,1
Este usuario se hace pasar por compañero de colegio para ganar confianza y luego pide fotos. Fue muy insistente y usó frases de secreto y confianza.,grooming,0.7725589646467977,1
Alguien se comunicó con mi hijo por Facebook de forma extraña y persistente.,contacto_inapropiado,0.4769022457970489,0
Este usuario se hace pasar por compañero de colegio para ganar confianza y luego pide fotos. Fue muy insistente y usó frases de secreto y confianza.,grooming,0.9105311672800132,1
"Dijo que si no le enviaba dinero, publicaría conversaciones privadas. Fue muy insistente y usó frases de secreto y confianza.",extorsion,0.8811298368462577,1
Un desconocido contactó a mi hijo por Facebook diciendo que quería ser su amigo.,contacto_inapropiado,0.40442166746377056,0
Un desconocido contactó a mi hijo por TikTok diciendo que quería ser su amigo.,contacto_inapropiado,0.6340848335893983,1
Propuso encontrarse con mi hijo en un parque después de clases. Fue muy insistente y usó frases de secreto y confianza.,cita_persona,0.883569651710725,1
Recibimos mensajes de un número desconocido haciendo preguntas personales a mi hija.,contacto_inapropiado,0.3805703916337929,0
Recibimos mensajes de un número desconocido haciendo preguntas personales a mi hija.,contacto_inapropiado,0.4131888964420829,0
"Le pidieron fotos a mi hija de 12 años por Facebook, diciendo que era para un juego. Fue muy insistente y usó frases de secreto y confianza.",solicitud_material,0.813171325590207,1
"Primero fue amable, luego empezó a decirle que sus padres no la entendían. Fue muy insistente y usó frases de secreto y confianza.",grooming,0.8200386750703481,1
Amenazó con difundir fotos si no enviaba más contenido. Fue muy insistente y usó frases de secreto y confianza.,extorsion,0.8538167443265926,1
Recibimos mensajes de un número desconocido haciendo preguntas personales a mi hija.,contacto_inapropiado,0.39000173166710866,0
Insistió en reunirse a solas con mi hijo en su casa. Fue muy insistente y usó frases de secreto y confianza.,cita_persona,0.9360320066404688,1
Le dijeron a mi hijo que enviara fotos sin ropa para demostrar confianza. Fue muy insistente y usó frases de secreto y confianza.,solicitud_material,0.8978245404592247,1
Insistió en reunirse a solas con mi hijo en su casa. Fue muy insistente y usó frases de secreto y confianza.,cita_persona,0.9367229565610607,1
Recibimos mensajes de un número desconocido haciendo preguntas personales a mi hija.,contacto_inapropiado,0.5483789955703131,1
Recibimos mensajes de un número desconocido haciendo preguntas personales a mi hija.,contacto_inapropiado,0.3682476222483517,0
Amenazó con difundir fotos si no enviaba más contenido. Fue muy insistente y usó frases de secreto y confianza.,extorsion,0.8865756827452822,1
Alguien se comunicó con mi hijo por Discord de forma extraña y persistente.,contacto_inapropiado,0.574687316620887,1
Amenazó con difundir fotos si no enviaba más contenido. Fue muy insistente y usó frases de secreto y confianza.,extorsion,0.9278619248348049,1
Alguien se comunicó con mi hijo por Facebook de forma extraña y persistente.,contacto_inapropiado,0.5372952482843624,1
Insistió en reunirse a solas con mi hijo en su casa. Fue muy insistente y usó frases de secreto y confianza.,cita_persona,0.8171035037533608,1
"Primero fue amable, luego empezó a decirle que sus padres no la entendían. Fue muy insistente y usó frases de secreto y confianza.",grooming,0.843987014044297,1
Alguien se comunicó con mi hijo por TikTok de forma extraña y persistente.,contacto_inapropiado,0.6154049461660107,1
Un contacto solicitó videos íntimos a cambio de dinero y regalos. Fue muy insistente y usó frases de secreto y confianza.,solicitud_material,0.8523257938619423,1
Le dijeron a mi hijo que enviara fotos sin ropa para demostrar confianza. Fue muy insistente y usó frases de secreto y confianza.,solicitud_material,0.7767692428165812,1
Recibimos mensajes de un número desconocido haciendo preguntas personales a mi hija.,contacto_inapropiado,0.5598394913738453,1
Insistió en reunirse a solas con mi hijo en su casa. Fue muy insistente y usó frases de secreto y confianza.,cita_persona,0.9291061319193736,1
Recibimos mensajes de un número desconocido haciendo preguntas personales a mi hija.,contacto_inapropiado,0.5788618032859938,1
Un contacto solicitó videos íntimos a cambio de dinero y regalos. Fue muy insistente y usó frases de secreto y confianza.,solicitud_material,0.8517682309531215,1
Este usuario se hace pasar por compañero de colegio para ganar confianza y luego pide fotos. Fue muy insistente y usó frases de secreto y confianza.,grooming,0.849948802657836,1
Le dijeron a mi hijo que enviara fotos sin ropa para demostrar confianza. Fue muy insistente y usó frases de secreto y confianza.,solicitud_material,0.7034285195204854,1
"Le dijo a mi hija 'no le cuentes a tus papás, es nuestro secreto'. Fue muy insistente y usó frases de secreto y confianza.",grooming,0.7884651709191441,1
Un desconocido contactó a mi hijo por Facebook diciendo que quería ser su amigo.,contacto_inapropiado,0.611714905219561,1
"Le pidieron fotos a mi hija de 12 años por Instagram, diciendo que era para un juego. Fue muy insistente y usó frases de secreto y confianza.",solicitud_material,0.7242724910156914,1
Un desconocido contactó a mi hijo por Discord diciendo que quería ser su amigo.,contacto_inapropiado,0.45926644153437923,0
Recibimos mensajes de un número desconocido haciendo preguntas personales a mi hija.,contacto_inapropiado,0.6498120696500538,1
Un desconocido contactó a mi hijo por Instagram diciendo que quería ser su amigo.,contacto_inapropiado,0.6093951182090647,1
Alguien se comunicó con mi hijo por Facebook de forma extraña y persistente.,contacto_inapropiado,0.6025008044517401,1
Recibimos mensajes de un número desconocido haciendo preguntas personales a mi hija.,contacto_inapropiado,0.48261325600933375,0
Recibimos mensajes de un número desconocido haciendo preguntas personales a mi hija.,contacto_inapropiado,0.6001175507912173,1
Le dijeron a mi hijo que enviara fotos sin ropa para demostrar confianza. Fue muy insistente y usó frases de secreto y confianza.,solicitud_material,0.8187449311261974,1
"Dijo que si no le enviaba dinero, publicaría conversaciones privadas. Fue muy insistente y usó frases de secreto y confianza.",extorsion,0.8543060350575238,1
Este usuario se hace pasar por compañero de colegio para ganar confianza y luego pide fotos. Fue muy insistente y usó frases de secreto y confianza.,grooming,0.841107173345304,1
Este usuario se hace pasar por compañero de colegio para ganar confianza y luego pide fotos. Fue muy insistente y usó frases de secreto y confianza.,grooming,0.8612538895396961,1
"Dijo que si no le enviaba dinero, publicaría conversaciones privadas. Fue muy insistente y usó frases de secreto y confianza.",extorsion,0.924068943023828,1
Quedó en ver a mi hija en un centro comercial sin nuestro permiso. Fue muy insistente y usó frases de secreto y confianza.,cita_persona,0.9427309859516295,1
Un desconocido contactó a mi hijo por TikTok diciendo que quería ser su amigo.,contacto_inapropiado,0.3952872204179231,0
Alguien se comunicó con mi hijo por TikTok de forma extraña y persistente.,contacto_inapropiado,0.6191624309699787,1
"Le dijo a mi hija 'no le cuentes a tus papás, es nuestro secreto'. Fue muy insistente y usó frases de secreto y confianza.",grooming,0.7894154430599398,1
Este usuario se hace pasar por compañero de colegio para ganar confianza y luego pide fotos. Fue muy insistente y usó frases de secreto y confianza.,grooming,0.8509470876666434,1
Un contacto solicitó videos íntimos a cambio de dinero y regalos. Fue muy insistente y usó frases de secreto y confianza.,solicitud_material,0.783756059633838,1
Propuso encontrarse con mi hijo en un parque después de clases. Fue muy insistente y usó frases de secreto y confianza.,cita_persona,0.8056829472119222,1
Insistió en reunirse a solas con mi hijo en su casa. Fue muy insistente y usó frases de secreto y confianza.,cita_persona,0.9383670305982651,1
Un desconocido contactó a mi hijo por Discord diciendo que quería ser su amigo.,contacto_inapropiado,0.5025465459268423,1
Un desconocido contactó a mi hijo por Discord diciendo que quería ser su amigo.,contacto_inapropiado,0.6210272186151458,1
"Primero fue amable, luego empezó a decirle que sus padres no la entendían. Fue muy insistente y usó frases de secreto y confianza.",grooming,0.7820212138108014,1
Un número desconocido llamó varias veces pero no dijo nada.,desconocido,0.20999309331410698,0
Amenazó con difundir fotos si no enviaba más contenido. Fue muy insistente y usó frases de secreto y confianza.,extorsion,0.8789815831819673,1
Este usuario se hace pasar por compañero de colegio para ganar confianza y luego pide fotos. Fue muy insistente y usó frases de secreto y confianza.,grooming,0.8006105189674919,1
"Le dijo a mi hija 'no le cuentes a tus papás, es nuestro secreto'. Fue muy insistente y usó frases de secreto y confianza.",grooming,0.8256050970493702,1
Le dijeron a mi hijo que enviara fotos sin ropa para demostrar confianza. Fue muy insistente y usó frases de secreto y confianza.,solicitud_material,0.7612991712181505,1
Este usuario se hace pasar por compañero de colegio para ganar confianza y luego pide fotos. Fue muy insistente y usó frases de secreto y confianza.,grooming,0.8230239829875684,1
Alguien se comunicó con mi hijo por Instagram de forma extraña y persistente.,contacto_inapropiado,0.416478920141759,0
Quedó en ver a mi hija en un centro comercial sin nuestro permiso. Fue muy insistente y usó frases de secreto y confianza.,cita_persona,0.9103879713252236,1
"Le dijo a mi hija 'no le cuentes a tus papás, es nuestro secreto'. Fue muy insistente y usó frases de secreto y confianza.",grooming,0.842880056702734,1
Insistió en reunirse a solas con mi hijo en su casa. Fue muy insistente y usó frases de secreto y confianza.,cita_persona,0.8169584834566469,1
Un desconocido contactó a mi hijo por WhatsApp diciendo que quería ser su amigo.,contacto_inapropiado,0.47239720618697073,0
Recibimos mensajes de un número desconocido haciendo preguntas personales a mi hija.,contacto_inapropiado,0.45167948565055255,0
Amenazó con difundir fotos si no enviaba más contenido. Fue muy insistente y usó frases de secreto y confianza.,extorsion,0.903280630697081,1
Un contacto solicitó videos íntimos a cambio de dinero y regalos. Fue muy insistente y usó frases de secreto y confianza.,solicitud_material,0.7643230017654804,1
Alguien se comunicó con mi hijo por TikTok de forma extraña y persistente.,contacto_inapropiado,0.4814348285217135,0
Recibimos mensajes de un número desconocido haciendo preguntas personales a mi hija.,contacto_inapropiado,0.5091670512293973,1
Un contacto solicitó videos íntimos a cambio de dinero y regalos. Fue muy insistente y usó frases de secreto y confianza.,solicitud_material,0.792888431555067,1
Alguien se comunicó con mi hijo por WhatsApp de forma extraña y persistente.,contacto_inapropiado,0.5384744311060695,1
Le dijeron a mi hijo que enviara fotos sin ropa para demostrar confianza. Fue muy insistente y usó frases de secreto y confianza.,solicitud_material,0.7839651087506886,1
Propuso encontrarse con mi hijo en un parque después de clases. Fue muy insistente y usó frases de secreto y confianza.,cita_persona,0.9075954062681143,1
Alguien se comunicó con mi hijo por TikTok de forma extraña y persistente.,contacto_inapropiado,0.5797441052891497,1
"Le dijo a mi hija 'no le cuentes a tus papás, es nuestro secreto'. Fue muy insistente y usó frases de secreto y confianza.",grooming,0.8498879349144961,1
Un contacto solicitó videos íntimos a cambio de dinero y regalos. Fue muy insistente y usó frases de secreto y confianza.,solicitud_material,0.8387961282081587,1
"Le pidieron fotos a mi hija de 12 años por WhatsApp, diciendo que era para un juego. Fue muy insistente y usó frases de secreto y confianza.",solicitud_material,0.7570830682603984,1
Amenazó con difundir fotos si no enviaba más contenido. Fue muy insistente y usó frases de secreto y confianza.,extorsion,0.8706243981057531,1
Le dijeron a mi hijo que enviara fotos sin ropa para demostrar confianza. Fue muy insistente y usó frases de secreto y confianza.,solicitud_material,0.7338531421720363,1
Obligó a mi hija a seguir enviando fotos con amenazas. Fue muy insistente y usó frases de secreto y confianza.,extorsion,0.9082217933145924,1
Recibimos mensajes de un número desconocido haciendo preguntas personales a mi hija.,contacto_inapropiado,0.5404354158362261,1
Le dijeron a mi hijo que enviara fotos sin ropa para demostrar confianza. Fue muy insistente y usó frases de secreto y confianza.,solicitud_material,0.7637807392738384,1
