text,category,category_code,severity,risk,dialect
mi hijo o sea le propusieron un juego secreto y le pidieron fotos,grooming,CAT-03,high,1,neutral
vi un mensaje la verdad de mi sobrino recibio mensajes de un desconocido con contenido sexual,contacto_inapropiado,CAT-01,high,1,neutral
mi hija recibio un mensaje de una mujer un poco incomodo,contacto_inapropiado,CAT-01,low,0,mexico
me contactaron por redes diciendo que un desconocido me dijo cosas sexuales sin que yo lo pidiera,contacto_inapropiado,CAT-01,high,1,argentina
una persona me escribio diciendo que mandame fotos en ropa interior o le cuento a todos,solicitud_material,CAT-02,critical,1,neutral
me contactaron por redes diciendo que un adulto me dijo bueno que nos vieramos en un lugur escondido,cita_persona,CAT-04,high,1,argentina
una persona me escribio diciendo que mi amigo la presionaron para quedar sola,cita_persona,CAT-04,critical,1,neutral
me contactaron bueno por redes diciendo que pasame fotos en ropa interior es solo para mi,solicitud_material,CAT-02,severe,1,colombia
vi un mensaje de una mujer me propuso quedar en un sitio apartado,cita_persona,CAT-04,high,1,neutral
alguien me dijo que un adulto me dijo cosas sexuales muy explicitas,contacto_inapropiado,CAT-01,critical,1,neutral
un tipo me pidio que es nuestro secreto,grooming,CAT-03,medium,0,mexico
me contactaron por redes diciendo que un menor quisieron verla sola o sea chido,cita_persona,CAT-04,medium,0,mexico
un tipo me invito a salir chevere,cita_persona,CAT-04,low,0,colombia
una persona me escribio diciendo que una mujer me propuso quedar en un bueno sitio apartado,cita_persona,CAT-04,high,1,mexico
alguien exigio fotografias y videos desnudos y amenazo con difundirlos parcero,solicitud_material,CAT-02,severe,1,colombia
un tipo pues me hablo de forma inapropiada,contacto_inapropiado,CAT-01,medium,0,argentina
me contuctaron por redes diciendo que un hombre me pidio fotos sin ropa,solicitud_material,CAT-02,high,1,colombia
me contactaron por redes diciendo que un hombre me hablo de forma inapropiada man,contacto_inapropiado,CAT-01,medium,0,colombia
alguien entonces me dijo que un tipo me dijo que nos vieramos en un lugar escondido,cita_persona,CAT-04,high,1,neutral
una persona me escribio diciendo que alguien me saludo de una forma extraña,contacto_inapropiado,CAT-01,low,0,colombia
alguien me dijo que una persona mayor exigio mas imagenes so pena de publicarlas,extorsion,CAT-05,critical,1,mexico
me contactaron por redes diciendo que pasame una foto en ropa interior,solicitud_material,CAT-02,high,1,mexico
un tipo me o sea propuso quedar en un sitio apartado orale,cita_persona,CAT-04,high,1,mexico
recibi un mensaje de un desconocido que no entendi bien wey,contacto_inapropiado,CAT-01,low,0,mexico
me contactaron por redes diciendo que un desconocido me presiono para vernos a solas copado,cita_persona,CAT-04,critical,1,argentina
una persona me escribio diciendo que una persona mayor me escribio todos los dias pidiendo confianza bacano,grooming,CAT-03,low,0,colombia
recibi un mensaje de mi sobrina la aislaron y le pidieron fotos intimas,grooming,CAT-03,critical,1,mexico
vi un mensaje de mandame fotos sin ropa ya,solicitud_material,CAT-02,critical,1,neutral
vi un mensaje de pasame plata la verdad o difundo las fotos man,extorsion,CAT-05,severe,1,colombia
una mujer exigio fotografias sin ropa la verdad bajo presion,solicitud_material,CAT-02,critical,1,mexico
vi un mensaje de pasame imagenes desnudas ya,solicitud_material,CAT-02,critical,1,neutral
alguien me dijo que un desconocido manifesto comentarios de indole sexual explicita,contacto_inapropiado,CAT-01,critical,1,mexico
pasame una foto en ropa interior,solicitud_material,CAT-02,high,1,colombia
alguien me dijo que un pues desconocido me propuso quedar en un sitio apartado parcero,cita_persona,CAT-04,high,1,colombia
alguien me dijo que una mujer me hizo creer que era bueno el unico que me entendia y me exploto sexualmente,grooming,CAT-03,severe,1,colombia
me contactaron por redes diciendo que una persona mayor me dijo cosas sexuales sin que yo lo pidiera orale,contacto_inapropiado,CAT-01,high,1,mexico
un hombre verbalizo contenido sexual agresivo bacano,contacto_inapropiado,CAT-01,critical,1,colombia
me contactaron por redes diciendo que un tipo me amenazo con difundir material intimo la verdad si no enviaba mas chido,extorsion,CAT-05,severe,1,mexico
una persona me escribio diciendo que solo yo te entiendo pasame fotos chevere,grooming,CAT-03,critical,1,colombia
vi un mensaje de un hombre me controlo solo yo te quiero ayudar y me obligo a enviar fotos desnudas,grooming,CAT-03,severe,1,colombia
me contactaron por redes diciendo que alguien me dijo cosas sexuales bueno sin que yo lo pidiera,contacto_inapropiado,CAT-01,high,1,argentina
un tipo describio actos sexuales violentos de forma directa posta,contacto_inapropiado,CAT-01,severe,1,argentina
recibi un mensaje de tu familia no entiende mandame fotos,grooming,CAT-03,critical,1,neutral
una persona me escribio diciendo que una persona mayor manifesto comentarios de indole sexual explicita,contacto_inapropiado,CAT-01,critical,1,neutral
entonces una persona me escribio diciendo que alguien exigio fotografias sin ropa bajo presion,solicitud_material,CAT-02,critical,1,colombia
recibi un mensaje de solo yo te entiendo pasame fotos posta,grooming,CAT-03,critical,1,argentina
recibi un mensaje de un tipo me exigio fotos y videos desnudos y publicaria en la verdad internet,solicitud_material,CAT-02,severe,1,argentina
recibi un mensaje de enviame fotos en ropa interior entonces y es nuestro secreto,solicitud_material,CAT-02,severe,1,argentina
una persona me escribio diciendo que mi sobrina quisieron verla sola orale,cita_persona,CAT-04,medium,0,mexico
pues una persona me escribio diciendo que mi hija recibio mensajes de una persona con contenido sexual,contacto_inapropiado,CAT-01,high,1,neutral
una mujer me hizo creer que era el unico que me entendia y me exploto sexualmente,grooming,CAT-03,severe,1,neutral
me contactaron por redes diciendo que no le digas a tus papas y enviame fotos,grooming,CAT-03,high,1,colombia
vi un mensaje de mandame una foto en ropa interior,solicitud_material,CAT-02,high,1,mexico
me contactaron por redes diciendo que una persona mayor me presiono para mandar fotos sin ropa,solicitud_material,CAT-02,critical,1,mexico
vi un mensaje de mi hija la la verdad aislaron y le pidieron fotos intimas,grooming,CAT-03,critical,1,neutral
vi un mensaje de un desconocido amenazo con divulgar imagenes privadas,extorsion,CAT-05,high,1,neutral
vi un mensaje de mi amiga le propusieron verse en un lugar escondido wey,cita_persona,CAT-04,high,1,mexico
recibi un mensaje de recibi un mensaje de un tipo que no entendi bien chevere,contacto_inapropiado,CAT-01,low,0,colombia
me pues contactaron por redes diciendo que una persona chantajeo con material intimo neta,extorsion,CAT-05,critical,1,mexico
alguien me envio mensajes subidos la verdad de tono,contacto_inapropiado,CAT-01,high,1,mexico
vi un mensaje de alguien me envio mensajes subidos de tono parce,contacto_inapropiado,CAT-01,high,1,colombia
recibi un mensaje de una mujer extorsiono exigiendo mas fotografias o publicaria todo,extorsion,CAT-05,severe,1,mexico
recibi un mensaje de juguemos un juego secreto y mandame fotos bacano,grooming,CAT-03,high,1,colombia
vi un mensaje de mi sobrino le propusieron salir,cita_persona,CAT-04,low,0,argentina
una persona me escribio diciendo que pasame fotos sin ropa y no le digas a nadie che,solicitud_material,CAT-02,severe,1,argentina
me contactaron por redes diciendo que mandame una foto en ropa interior,solicitud_material,CAT-02,high,1,argentina
una persona me escribio diciendo que mandame dinero y mas fotos o publico todo,extorsion,CAT-05,severe,1,mexico
una persona me dijo cosas que no me gustaron orale entonces,contacto_inapropiado,CAT-01,medium,0,mexico
vi un mensaje de un hombre me envio un mensaje que me parecio raro,contacto_inapropiado,CAT-01,low,0,neutral
me contactaron por redes diciendo que mi amiga le propusieron verse en un lugar escondido wey,cita_persona,CAT-04,high,1,mexico
recibi un mensaje de una mujer requirio imagenes intimas sin consentimiento,solicitud_material,CAT-02,high,1,neutral
me contactaron por redes diciendo que un o sea adulto me hablo de forma inapropiada carnal,contacto_inapropiado,CAT-01,medium,0,mexico
me contactaron por redes diciendo que mandame fotos desnudas ya posta,solicitud_material,CAT-02,high,1,argentina
alguien me dijo que mi hija fue manipulado por una persona para enviar material intimo posta,grooming,CAT-03,severe,1,argentina
recibi un mensaje de una persona mayor quiso verme a solas,cita_persona,CAT-04,medium,0,mexico
recibi un mensaje de alguien me manipulo diciendo que solo yo te quiero ayudar y me exigio fotos,grooming,CAT-03,critical,1,argentina
una persona me escribio diciendo que una persona me aislo de mis amigos y me pidio material intimo,grooming,CAT-03,critical,1,colombia
me contactaron por redes diciendo que un hombre me dijo cosas sexuales sin que yo lo pidiera boliche,contacto_inapropiado,CAT-01,high,1,argentina
no le digas a tus papas y enviame fotos chevere,grooming,CAT-03,high,1,colombia
me contactaron por redes diciendo que un adulto me describio actos sexuales de forma directa,contacto_inapropiado,CAT-01,critical,1,colombia
recibi un mensaje de alguien quiso o sea verme a solas,cita_persona,CAT-04,medium,0,argentina
vi un mensaje de un hombre me saludo de una forma extraña,contacto_inapropiado,CAT-01,low,0,argentina
vi un mensaje de enviame fotografias intimas,solicitud_material,CAT-02,high,1,colombia
alguien me dijo que un adulto me hizo comentarios que me incomodaron carnal,contacto_inapropiado,CAT-01,medium,0,mexico
me o sea contactaron por redes diciendo que tu familia no entiende mandame fotos,grooming,CAT-03,critical,1,neutral
alguien me dijo que una niña le propusieron un juego secreto y le pidieron fotos,grooming,CAT-03,high,1,neutral
alguien me dijo que un hombre me pidio que no se lo digas a nadie,grooming,CAT-03,medium,0,colombia
una niña le pidieron fotos desnudas,solicitud_material,CAT-02,high,1,neutral
vi un mensaje de mi hija le propusieron un juego secreto y le pidieron fotos chido,grooming,CAT-03,high,1,mexico
recibi un mensaje de mandame fotos en ropa interior o le cuento a todos,solicitud_material,CAT-02,critical,1,mexico
un hombre me hablo de forma inapropiada boliche,contacto_inapropiado,CAT-01,medium,0,argentina
recibi un mensaje de mi pues amiga le exigieron fotos intimas y me chantajeo,solicitud_material,CAT-02,severe,1,mexico
me contactaron por redes diciendo que un desconocido me dijo que tus viejos no entienden y me pues pidio fotos,grooming,CAT-03,high,1,argentina
me contactaron por redes diciendo que mi sobrina quisieron verla sola,cita_persona,CAT-04,medium,0,argentina
recibi un mensaje de un niño le propusieron verse en un lugar escondido,cita_persona,CAT-04,high,1,argentina
alguien me dijo que un adulto quiso verme a solas,cita_persona,CAT-04,medium,0,mexico
alguien me entonces dijo que mi amigo quisieron verla sola chido,cita_persona,CAT-04,medium,0,mexico
mi sobrina recibio un mensaje bueno de una persona mayor un poco incomodo posta,contacto_inapropiado,CAT-01,low,0,argentina
un tipo exigio fotografias sin ropa bajo presion,solicitud_material,CAT-02,critical,1,neutral
me contactaron entonces por redes diciendo que recibi un mensaje de una persona que no entendi bien chido,contacto_inapropiado,CAT-01,low,0,mexico
recibi un mensaje de una persona me controlo tus papas no entonces entienden y me obligo a enviar fotos desnudas,grooming,CAT-03,severe,1,argentina
un tipo o sea me dijo cosas que no me gustaron,contacto_inapropiado,CAT-01,medium,0,colombia
un niño la presionaron para quedar sola,cita_persona,CAT-04,critical,1,colombia
una persona me escribio diciendo que alguien me dijo que nos vieramos en un lugar escondido wey,cita_persona,CAT-04,high,1,mexico
vi un mensaje de una mujer extorsiono exigiendo mas fotografias o publicaria todo chevere,extorsion,CAT-05,severe,1,colombia
una persona me escribio diciendo que shh es secreto mandame fotos desnudas bacano,grooming,CAT-03,severe,1,colombia
recibi un mensaje de mi sobrina le dijeron que es solo para nosotros,grooming,CAT-03,medium,0,argentina
alguien me dijo que una persona me propuso bueno quedar en un sitio apartado,cita_persona,CAT-04,high,1,neutral
o sea recibi un mensaje de mandame dinero y mas fotos o publico todo,extorsion,CAT-05,severe,1,neutral
me contactaron por redes diciendo que un desconocido quiso verme a solas carnal,cita_persona,CAT-04,medium,0,mexico
una persona me escribio diciendo que una persona me hablo de forma inapropiada che,contacto_inapropiado,CAT-01,medium,0,argentina
me la verdad contactaron por redes diciendo que tu familia no entiende mandame fotos,grooming,CAT-03,critical,1,colombia
me contactaron por redes diciendo que un tipo me extorsiono exigiendo mas fetos o publicaria todo carnal,extorsion,CAT-05,severe,1,mexico
alguien me dijo que solo yo te entiendo pasame fotos bueno,grooming,CAT-03,critical,1,argentina
una persona me escribio diciendo que juguemos un juego secreto y mandame fotos,grooming,CAT-03,high,1,argentina
alguien me dijo que una persona me pidio que shh es secreto neta,grooming,CAT-03,medium,0,mexico
recibi un mensaje de un hombre verbalizo contenido sexual agresivo,contacto_inapropiado,CAT-01,critical,1,neutral
mi sobrino quisieron verla sola chido,cita_persona,CAT-04,medium,0,mexico
vi un mensaje de un adulto quiso verme a solas entonces che,cita_persona,CAT-04,medium,0,argentina
una persona me envio comentarios sexuales explicitos,contacto_inapropiado,CAT-01,high,1,neutral
una niña la aislaron y le pidieron fotos intimas,grooming,CAT-03,critical,1,neutral
me contactaron por redes diciendo que una niña le insistieron en enviar fotos intimas wey,solicitud_material,CAT-02,critical,1,mexico
mi sobrino le propusieron un juego secreto y le pidieron fotos carnal,grooming,CAT-03,high,1,mexico
vi un mensaje de o sea alguien exigio mas imagenes so pena de publicarlas,extorsion,CAT-05,critical,1,colombia
mandame fotos desnudas ya,solicitud_material,CAT-02,high,1,colombia
vi un mensaje de un niño le propusieron salir,cita_persona,CAT-04,low,0,neutral
vi un mensaje de una niña la obligaron a encontrarse a escondidas con un tipo,cita_persona,CAT-04,severe,1,colombia
una persona me escribio diciendo que una persona me hublo de forma inapropiada boliche bueno,contacto_inapropiado,CAT-01,medium,0,argentina
un hombre amenazo con difundir material intimo si no recibia mas,extorsion,CAT-05,severe,1,neutral
me contactaron por redes diciendo que una mujer me pidio que entonces no le digas a nadie neta,grooming,CAT-03,medium,0,mexico
alguien me dijo que mi sobrina recibio mensajes de un hombre diciendole que era especial,grooming,CAT-03,low,0,mexico
una niña le dijeron que contarian algo si no obedecia,extorsion,CAT-05,medium,0,neutral
recibi un mensaje de un tipo me describio actos sexuales de forma directa,contacto_inapropiado,CAT-01,critical,1,argentina
recibi un mensaje de un adulto me chantajeo con imagenes intimas chevere,extorsion,CAT-05,critical,1,colombia
me contactaron por redes diciendo que un hombre me dijo que nos vieramos en un lugar escondido,cita_persona,CAT-04,high,1,mexico
me contactaron por redes diciendo que alguien me dijo cosas sexuales sin que yo lo pidiera orale,contacto_inapropiado,CAT-01,high,1,mexico
vi un pues mensaje de una persona me propuso un juego secreto y me pidio fotografias desnudas,grooming,CAT-03,high,1,mexico
recibi un mensaje de alguien manifesto comentarios de indole sexual explicita boliche,contacto_inapropiado,CAT-01,critical,1,argentina
alguien me dijo que un niño recibio mensajes de un adulto con palabras sexuales agresivas,contacto_inapropiado,CAT-01,critical,1,neutral
me contactaron por redes diciendo que recibi un mensaje de un desconocido que no entendi bien,contacto_inapropiado,CAT-01,low,0,neutral
recibi un mensaje de alguien me pidio que mantenlo en secreto,grooming,CAT-03,medium,0,mexico
recibi un mensaje de enviame fotografias intimas man,solicitud_material,CAT-02,high,1,colombia
una persona me escribio diciendo que una persona mayor me envio comentarios sexuales explicitos posta,contacto_inapropiado,CAT-01,high,1,argentina
recibi un mensaje de una persona mayor me propuso un juego secreto y me entonces pidio fotos desnudas,grooming,CAT-03,high,1,argentina
una persona me escribio diciendo que un hombre me envio un mensaje que me parecio raro,contacto_inapropiado,CAT-01,low,0,argentina
mandame mas la verdad imagenes o viralizo man,extorsion,CAT-05,critical,1,colombia
vi un mensaje de solo yo te entiendo pasame fotos man,grooming,CAT-03,critical,1,colombia
me contactaron por redes diciendo que alguien pues me saludo de una forma extraña,contacto_inapropiado,CAT-01,low,0,mexico
alguien me dijo que una mujer me escribio todos los dias pidiendo confianza boliche,grooming,CAT-03,low,0,argentina
un desconocido la verdad me presiono para mandar fotos sin ropa,solicitud_material,CAT-02,critical,1,colombia
recibi un mensaje de mandame mas fotos o publico todo orale,extorsion,CAT-05,high,1,mexico
alguien me dijo que una persone me envio comentarios sexuales explicitos,contacto_inapropiado,CAT-01,high,1,mexico
una persona me escribio diciendo que enviame fotos en ropa interior y es solo para mi parce,solicitud_material,CAT-02,severe,1,colombia
recibi un mensaje de un niño recibio mensajes de una persona mayor con contenido sexual,contacto_inapropiado,CAT-01,high,1,argentina
una persona me escribio diciendo que alguien solicito fotografias desnudas de bueno manera insistente man,solicitud_material,CAT-02,high,1,colombia
una persona me escribio diciendo que un desconocido me dijo que tus viejos no entienden y me pidio fotos,grooming,CAT-03,high,1,neutral
me contactaron por redes diciendo que una mujer me dijo que nos vieramos en un lugar escondido,cita_persona,CAT-04,high,1,neutral
me contactaron por redes diciendo que un tipo insistio en quedar solo a pesar de que le dije que no parcero,cita_persona,CAT-04,critical,1,colombia
una persona me escribio diciendo que una persona mayor verbalizo contenido sexual agresivo,contacto_inapropiado,CAT-01,critical,1,argentina
alguien me dijo que una persona mayor me dijo cosas sexuales sin que yo lo pidiera,contacto_inapropiado,CAT-01,high,1,argentina
un tipo me amenazo con difundir material intimo si no enviaba mas boliche,extorsion,CAT-05,severe,1,argentina
una persona me escribio diciendo que mandame dinero y mas fotos o publico todo neta,extorsion,CAT-05,severe,1,mexico
alguien me dijo que una niña recibio un mensaje de alguien un poco incomodo neta,contacto_inapropiado,CAT-01,low,0,mexico
alguien me dijo que una persona mayor me envio mensajes subidos de tono parce,contacto_inapropiado,CAT-01,high,1,colombia
una persona me escribio diciendo que un hombre me dijo cosas sexuales sin que yo lo pidiera,contacto_inapropiado,CAT-01,high,1,neutral
me contactaron por redes diciendo que no le digas a tus papas y enviame fotos,grooming,CAT-03,high,1,neutral
mi amigo amenazaron con difundir sus fotos bacano,extorsion,CAT-05,high,1,colombia
vi un mensaje de entonces una persona requirio material intimo de forma reiterada,solicitud_material,CAT-02,critical,1,colombia
recibi un mensaje de un menor recibio mensajes de una persona con o sea contenido sexual,contacto_inapropiado,CAT-01,high,1,mexico
una persona me escribio diciendo que alguien me hablo bueno de forma inapropiada che,contacto_inapropiado,CAT-01,medium,0,argentina
una persona me escribio diciendo que un niño le propusieron bueno un juego secreto y le pidieron fotos,grooming,CAT-03,high,1,colombia
mandame mas fotos o publico todo posta,extorsion,CAT-05,high,1,argentina
vi un mensaje de mi sobrina fue manipulado por alguien para enviar material intimo wey,grooming,CAT-03,severe,1,mexico
me contactaron por redes diciendo que mi amiga recibio comentarios de un adulto que la incomodaron,contacto_inapropiado,CAT-01,medium,0,colombia
me contactaron por redes diciendo que una persona me exigio mas fotos o publicaria las que tenia,extorsion,CAT-05,critical,1,argentina
me contactaron por redes diciendo que mi amiga recibio comentarios de una mujer que la bueno incomodaron neta,contacto_inapropiado,CAT-01,medium,0,mexico
me contactaron por redes diciendo que alguien me hizo creer que era el unico que me entendia y me exploto sexualmente copado,grooming,CAT-03,severe,1,argentina
me contactaron por redes diciendo que un hombre me pregunto si queria verlo,cita_persona,CAT-04,low,0,neutral
me contactaron por redes diciendo que una pues mujer exigio fotografias sin ropa bajo presion,solicitud_material,CAT-02,critical,1,colombia
una persona me escribio diciendo que alguien me dijo que nos vieramos sin nadie mas,cita_persona,CAT-04,medium,0,argentina
alguien me dijo que una mujer me dijo que nos vieramos en un lugar escondido,cita_persona,CAT-04,high,1,mexico
recibi un mensaje de alguien me pidio una foto normal copado,solicitud_material,CAT-02,medium,0,argentina
alguien me dijo que una mujer solicito fotografias desnudas de manera insistente carnal pues,solicitud_material,CAT-02,high,1,mexico
vi un mensaje de mi hijo recibio comentarios de una persona mayor que la incomodaron,contacto_inapropiado,CAT-01,medium,0,argentina
recibi un mensaje o sea de una persona me manipulo diciendo que tu familia no entiende y me exigio fotos boliche,grooming,CAT-03,critical,1,argentina
alguien me dijo que mi amigo la presionaron para quedar sola posta,cita_persona,CAT-04,critical,1,argentina
vi un mensaje entonces de un hombre me amenazo para que lo viera solo,cita_persona,CAT-04,severe,1,argentina
una persona me escribio diciendo que mandame mas fotos o o sea publico todo che,extorsion,CAT-05,high,1,argentina
recibi un mensaje de mi amiga fue manipulado por un adulto para enviar material intimo,grooming,CAT-03,severe,1,mexico
me contactaron por redes diciendo que un desconocido me saludo de una forma extraña pibe,contacto_inapropiado,CAT-01,low,0,argentina
mi sobrino recibio comentarios de un desconocido que la incomodaron orale,contacto_inapropiado,CAT-01,medium,0,mexico
una persona me escribio diciendo que un niño le exigieron fotos intimas y si no lo hacia me funaria neta,solicitud_material,CAT-02,severe,1,mexico
me contactaron por redes diciendo que un desconocido me dijo cosas sexuales sin que yo lo pidiera carnal,contacto_inapropiado,CAT-01,high,1,mexico
una persona me escribio diciendo que una persona me envio comentarios sexuales explicitos man,contacto_inapropiado,CAT-01,high,1,colombia
alguien me pues dijo que pasame imagenes desnudas ya chevere,solicitud_material,CAT-02,critical,1,colombia
una persona me escribio diciendo que mi amiga recibio mensajes de una mujer con contenido sexual orale,contacto_inapropiado,CAT-01,high,1,mexico
recibi un mensaje de mandame fotos en ropa interior o le cuento a todos orale,solicitud_material,CAT-02,critical,1,mexico
alguien me dijo que mandame fotos sin ropa ya boliche,solicitud_material,CAT-02,critical,1,argentina
alguien me dijo que la verdad un desconocido me amenazo con difundir material intimo si no enviaba mas,extorsion,CAT-05,severe,1,neutral
una persona me escribio diciendo que un niño entonces le insistieron en enviar fotos intimas,solicitud_material,CAT-02,critical,1,argentina
una persona me dijo que tus emigos no te quieren chido,grooming,CAT-03,medium,0,mexico
recibi un mensaje de un adulto me saludo de una forma extraña,contacto_inapropiado,CAT-01,low,0,mexico
me contactaron por redes diciendo que shh pues es secreto mandame fotos desnudas,grooming,CAT-03,severe,1,neutral
vi un mensaje de una persona me envio comentarios sexuales explicitos,contacto_inapropiado,CAT-01,high,1,mexico
vi un mensaje de una persona mayor me envio comentarios sexuales explicitos,contacto_inapropiado,CAT-01,high,1,neutral
un adulto me pidio material sexual y no se lo digas a nadie che,solicitud_material,CAT-02,severe,1,argentina
recibi un mensaje de un adulto me pidio la verdad que le mandara una foto,solicitud_material,CAT-02,low,0,colombia
recibi un mensaje de mandame fotos desnudas o te funo,solicitud_material,CAT-02,severe,1,argentina
me contactaron por redes diciendo que una persona mayor me dijo cosas que no me gustaron,contacto_inapropiado,CAT-01,medium,0,neutral
una persona me escribio diciendo que un menor le pidieron una foto comun parce,solicitud_material,CAT-02,medium,0,colombia
me contactaron por redes diciendo que un desconocido solicito fotografias desnudas de manera insistente,solicitud_material,CAT-02,high,1,neutral
vi un mensaje de un hombre me hizo creer que era el unico que me entendia y me exploto sexualmente chido,grooming,CAT-03,severe,1,mexico
vi un mensaje de una persona me amenazo con hacerme cosas sexuales si no obedecia,contacto_inapropiado,CAT-01,severe,1,mexico
vi un mensaje de mi amigo le propusieron un juego secreto y le pidieron fotos man,grooming,CAT-03,high,1,colombia
alguien me dijo que mi sobrino la aislaron y le pidieron fotos intimas,grooming,CAT-03,critical,1,neutral
vi un mensaje de un tipo requirio material intimo de forma reiterada,solicitud_material,CAT-02,critical,1,mexico
alguien me dijo que enviame fotos en ropa interior y no le cuentes a tus papas,solicitud_material,CAT-02,severe,1,argentina
recibi un mensaje de una mujer me hizo comentarios que me incomodaron,contacto_inapropiado,CAT-01,medium,0,neutral
alguien me dijo que un hombre me dijo que nos vieramos sin nadie mas parcero,cita_persona,CAT-04,medium,0,colombia
me contactaron por redes diciendo que alguien chantajeo con material intimo orale,extorsion,CAT-05,critical,1,mexico
recibi un mensaje de una mujer me pidio fotos sin ropa,solicitud_material,CAT-02,high,1,argentina
alguien me dijo que un menor recibio mensajes de un tipo con contenido sexual,contacto_inapropiado,CAT-01,high,1,argentina
alguien me bueno dijo que mandame fotos en ropa interior o publicaria las fotos che,solicitud_material,CAT-02,severe,1,argentina
una persona me escribio diciendo que un hombre me extorsiono exigiendo mas fotos o publicoria todo,extorsion,CAT-05,severe,1,neutral
alguien me dijo que un desconocido quiso verme a solas,cita_persona,CAT-04,medium,0,mexico
me contactaron por redes diciendo que tu familia no entiende mandame fotos copado,grooming,CAT-03,critical,1,argentina
me contactaron por rodes diciendo que una persona amenazo con difundir fotos,extorsion,CAT-05,high,1,argentina
alguien me dijo que un hombre me presiono para vernos a solas che,cita_persona,CAT-04,critical,1,argentina
una persona me escribio diciendo que una niña recibio comentarios de una persona que la incomodaron,contacto_inapropiado,CAT-01,medium,0,argentina
vi un mensaje de un desconocido me dijo que nos vieramos en un lugar escondido,cita_persona,CAT-04,high,1,neutral
recibi un mensaje de alguien me dijo que nos vieramos sin nadie mas posta,cita_persona,CAT-04,medium,0,argentina
pues vi un mensaje de un tipo me dijo que me haria daño de forma sexual chevere,contacto_inapropiado,CAT-01,severe,1,colombia
un adulto extorsiono exigiendo mas fotografias o publicaria todo,extorsion,CAT-05,severe,1,mexico
una persona me escribio diciendo que una persona mayor me obligo a encontrarme con el a escondidas che,cita_persona,CAT-04,severe,1,argentina
vi un mensaje de alguien me saludo de una forma extraña,contacto_inapropiado,CAT-01,low,0,colombia
alguien me dijo que pasame una foto en ropa interior,solicitud_material,CAT-02,high,1,mexico
una mujer me dijo que nos vieramos en un lugar escondido,cita_persona,CAT-04,high,1,neutral
una persona me hablo de forma inapropiada,contacto_inapropiado,CAT-01,medium,0,neutral
alguien me dijo que alguien me describio actos sexuales de forma directa,contacto_inapropiado,CAT-01,critical,1,argentina
recibi un mensaje de una mujer me insulto de o sea forma sexual,contacto_inapropiado,CAT-01,critical,1,neutral
recibi un mensaje de mi amigo le propusieron verse en un lugar escondido bacano,cita_persona,CAT-04,high,1,colombia
una persona mayor me pidio que le mandara una foto,solicitud_material,CAT-02,low,0,neutral
alguien me la verdad dijo que alguien requirio imagenes intimas sin consentimiento,solicitud_material,CAT-02,high,1,mexico
una persona me hizo creer que era el unico que me entendia y me exploto sexualmente,grooming,CAT-03,severe,1,neutral
me contactaron por redes diciendo que juguemos un juego secreto y mandame fotos man,grooming,CAT-03,high,1,colombia
una persona me propuso un juego secreto y me pidio fotos en ropa interior,grooming,CAT-03,high,1,neutral
vi un mensaje de una persona mayor me amenazo con hacerme cosas sexuales si o sea no obedecia posta,contacto_inapropiado,CAT-01,severe,1,argentina
me contactaron por redes diciendo que alguien me dijo cosas que no me gustaron,contacto_inapropiado,CAT-01,medium,0,argentina
vi un mensaje de mi amigo recibio mensajes de un hombre con palabras sexuales agresivas pibe,contacto_inapropiado,CAT-01,critical,1,argentina
una persona me escribio diciendo que una mujer entonces me presiono para vernos a solas parce,cita_persona,CAT-04,critical,1,colombia
entonces pasame material o lo dafundo neta,extorsion,CAT-05,high,1,mexico
un adulto me dijo que pues nos vieramos en un lugar escondido carnal,cita_persona,CAT-04,high,1,mexico
alguien me dijo que pasame imagenes desnudas ya carnal,solicitud_material,CAT-02,critical,1,mexico
vi un mensaje de alguien solicito fotografias desnudas de manera insistente boliche,solicitud_material,CAT-02,high,1,argentina
una persona me escribio diciendo que tu familia no entiende yo si mendame fotos,grooming,CAT-03,severe,1,neutral
recibi un mensaje de pasame fotos o le cuento a todos,extorsion,CAT-05,critical,1,argentina
una persona me escribio diciendo que un adulto me pidio que no le digas a nadie,grooming,CAT-03,medium,0,neutral
pasame fotos en ropa interior es solo para mi posta o sea,solicitud_material,CAT-02,severe,1,argentina
bueno shh es secreto mandame fotos desnudas,grooming,CAT-03,severe,1,neutral
vi un mensaje de una persona me envio comentarios sexuales explicitos,contacto_inapropiado,CAT-01,high,1,colombia
recibi un mensaje de pasame fotos sin ropa orale,solicitud_material,CAT-02,high,1,mexico
alguien me dijo que un hombre ensistio en quedar solo a pesar de que le dije que no,cita_persona,CAT-04,critical,1,mexico
vi un mensaje de un desconocido me envio un mensaje que me parecio raro copado,contacto_inapropiado,CAT-01,low,0,argentina
recibi un mensaje de una persona me manipulo diciendo que tu familia no entiende y me exigio fotos,grooming,CAT-03,critical,1,neutral
vi un mensaje de mi hija le propusieron un juego secreto y le pidieron fotos,grooming,CAT-03,high,1,neutral
vi un mensaje de un tipo me prupuso quedar en un sitio apartado posta,cita_persona,CAT-04,high,1,argentina
recibi un mensaje de entonces mi amigo le insistieron en enviar fotos intimas carnal,solicitud_material,CAT-02,critical,1,mexico
una persona me escribio diciendo que una persona mayor undico que publicaria fotografias intimas,extorsion,CAT-05,high,1,neutral
